http://www.datasciencecentral.com/profiles/blogs/check-out-our-dsc-newsletter:like 18,view 208817, facebook 0
http://www.datasciencecentral.com/profiles/blogs/how-the-data-scientist-should-navigate-office-politics:like 2,view 291, facebook 0
http://www.datasciencecentral.com/profiles/blogs/vote-for-the-best-big-data-analytics-platform:like 0,view 1995, facebook 0
http://www.datasciencecentral.com/profiles/blogs/mobile-analytics-tools:like 0,view 178, facebook 0
http://www.datasciencecentral.com/profiles/blogs/disruptive-data-science-becoming-a-ds-driven-enterprise:like 0,view 114, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-hadoop-is-not-the-universal-panacea:like 2,view 771, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-internet-of-things-data-science-and-big-data:like 0,view 3983, facebook 0
http://www.datasciencecentral.com/profiles/blogs/letter-from-the-editor:like 0,view 82, facebook 0
http://www.datasciencecentral.com/profiles/blogs/real-time-insights-on-driving-patterns-from-big-data-the-next:like 0,view 1010, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-january-18:like 0,view 2309, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-10-data-scientists-from-gil-press-a-list:like 2,view 2204, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-big-data-tidal-wave-how-technology-is-shaping-the-way:like 0,view 264, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-is-a-team-sport:like 0,view 1245, facebook 0
http://www.datasciencecentral.com/profiles/blogs/looking-to-hire-a-ning-consultant-with-specialized-expertize:like 0,view 194, facebook 0
http://www.datasciencecentral.com/profiles/blogs/creepy-advertising-fraud-reach-new-levels:like 3,view 1691, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-disruptive-power-of-big-data-in-the-2012-presidential-electio:like 0,view 283, facebook 0
http://www.datasciencecentral.com/profiles/blogs/giviing-big-data-publishing-the-royal-treatment:like 0,view 106, facebook 0
http://www.datasciencecentral.com/profiles/blogs/no-holy-grail-moving-beyond-the-data-warehouse:like 0,view 825, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-technologies-ecosytem:like 0,view 1037, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-curse-of-the-bell-curve-part-2:like 0,view 2652, facebook 0
http://www.datasciencecentral.com/profiles/blogs/introduction-to-classification-regression-trees-cart:like 1,view 13019, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-special-edition:like 1,view 2539, facebook 0
http://www.datasciencecentral.com/profiles/blogs/weekly-digest-january-11:like 0,view 1362, facebook 0
http://www.datasciencecentral.com/profiles/blogs/leveraging-all-data-big-and-small-for-effective-insurance:like 0,view 245, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-ethics-big-data-business-models:like 0,view 521, facebook 0
http://www.datasciencecentral.com/profiles/blogs/7-big-data-articles-published-in-mainstream-newspapers:like 0,view 355, facebook 0
http://www.datasciencecentral.com/profiles/blogs/18-great-articles-from-top-news-outlets:like 0,view 917, facebook 0
http://www.datasciencecentral.com/profiles/blogs/webinar-marketing-attribution-in-a-big-analytics-world:like 0,view 890, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-5-opportunities-challenges-in-big-data-analytics-adoption-for:like 0,view 1532, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-central-analyticbridge-update:like 0,view 262, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-startup-to-fix-healthcare:like 4,view 5092, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-mining-and-airline-safety:like 0,view 1180, facebook 0
http://www.datasciencecentral.com/profiles/blogs/database-revolution-the-future-of-information-publishing:like 0,view 242, facebook 0
http://www.datasciencecentral.com/profiles/blogs/high-crime-rates-explained-by-gasoline-lead-really:like 3,view 8789, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-curse-of-the-bell-curve-part-1:like 0,view 2669, facebook 0
http://www.datasciencecentral.com/profiles/blogs/5-disuptive-health-care-big-data-use-cases:like 0,view 1552, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-social-network-analysis-fuelling-marketing-improvement:like 0,view 1064, facebook 0
http://www.datasciencecentral.com/profiles/blogs/sample-too-big-to-ignore:like 0,view 24, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-platforms-as-a-service:like 0,view 1367, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-analytics-infrastructure:like 1,view 10344, facebook 0
http://www.datasciencecentral.com/profiles/blogs/update-about-the-data-science-apprenticeship:like 2,view 1041, facebook 0
http://www.datasciencecentral.com/profiles/blogs/proposal-for-an-apprenticeship-in-data-science:like 37,view 29600, facebook 0
http://www.datasciencecentral.com/profiles/blogs/political-campaign-data-science:like 1,view 285, facebook 0
http://www.datasciencecentral.com/profiles/blogs/structured-vs-unstructured-data-the-rise-of-data-anarchy:like 1,view 14363, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-central-weekly-digest-dec-14:like 0,view 1408, facebook 0
http://www.datasciencecentral.com/profiles/blogs/15-great-big-data-articles-from-top-news-outlets:like 0,view 1096, facebook 0
http://www.datasciencecentral.com/profiles/blogs/bigger-than-big-data-mobile-users-expectations:like 1,view 134, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-for-better-business-decisions-formula:like 0,view 1175, facebook 0
http://www.datasciencecentral.com/profiles/blogs/seek-the-grail-up-the-knowledge-pyramid-not-down:like 0,view 833, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-big-data-analytics-landscape:like 0,view 429, facebook 0
http://www.datasciencecentral.com/profiles/blogs/8-tests-to-decode-business-accumen-of-a-data-scientist:like 0,view 1087, facebook 0
http://www.datasciencecentral.com/profiles/blogs/three-stages-of-analytics-adoption:like 0,view 1820, facebook 0
http://www.datasciencecentral.com/profiles/blogs/splunk-451research-on-big-data-best-practices:like 0,view 225, facebook 0
http://www.datasciencecentral.com/profiles/blogs/what-big-data-means-at-linkedin:like 1,view 976, facebook 0
http://www.datasciencecentral.com/profiles/blogs/introduction-to-the-k-nearest-neighbor-knn-algorithm:like 0,view 7465, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-central-weekly-digest-november-30:like 0,view 1611, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-scientists-making-300-000-a-year-wall-street-journal:like 0,view 53539, facebook 0
http://www.datasciencecentral.com/profiles/blogs/do-you-really-need-a-data-scientist:like 0,view 1442, facebook 0
http://www.datasciencecentral.com/profiles/blogs/develop-analytical-skills-to-unleash-the-power-of-big-data:like 1,view 1937, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-veracity:like 0,view 11310, facebook 0
http://www.datasciencecentral.com/profiles/blogs/unstructured-content-processing-with-marklogic-and-tableau:like 0,view 1383, facebook 0
http://www.datasciencecentral.com/profiles/blogs/is-the-data-scientist-really-a-new-concept:like 0,view 57, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-analytics-a-disruptive-technology:like 0,view 683, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-tools:like 3,view 8435, facebook 0
http://www.datasciencecentral.com/profiles/blogs/an-open-letter-to-ceos-of-us-software-companies:like 2,view 531, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-central-weekly-digest-1:like 1,view 2868, facebook 0
http://www.datasciencecentral.com/profiles/blogs/r-hadoop-data-analytics-heaven:like 2,view 8776, facebook 0
http://www.datasciencecentral.com/profiles/blogs/5-great-articles-from-top-news-outlets:like 1,view 309, facebook 0
http://www.datasciencecentral.com/profiles/blogs/what-makes-a-good-sas-course:like 0,view 122, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-as-strategic-asset:like 0,view 708, facebook 0
http://www.datasciencecentral.com/profiles/blogs/digesting-big-data:like 1,view 241, facebook 0
http://www.datasciencecentral.com/profiles/blogs/keeping-singapore-green-with-data-and-design:like 1,view 53, facebook 0
http://www.datasciencecentral.com/profiles/blogs/s3-as-input-or-output-for-hadoop-mr-jobs:like 1,view 7674, facebook 0
http://www.datasciencecentral.com/profiles/blogs/hadoop-a-soft-introduction:like 1,view 1953, facebook 0
http://www.datasciencecentral.com/profiles/blogs/article-data-mining-misconceptions-the-50-50-problem:like 1,view 754, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-debunks-view-that-job-hoppers-make-bad-hires-forbes:like 0,view 662, facebook 0
http://www.datasciencecentral.com/profiles/blogs/pundit-election-forecasts-all-wrong-nate-silver-perfectly-right-t:like 0,view 827, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-pioneers-show-the-way:like 0,view 329, facebook 0
http://www.datasciencecentral.com/profiles/blogs/retail-analytics-practical-issues-to-be-considered:like 0,view 71, facebook 0
http://www.datasciencecentral.com/profiles/blogs/feature-selection-for-efficient-modeling:like 1,view 1936, facebook 0
http://www.datasciencecentral.com/profiles/blogs/common-mistakes-in-practice-of-analytics:like 0,view 75, facebook 0
http://www.datasciencecentral.com/profiles/blogs/5-thing-you-need-to-know-about-hadoop:like 0,view 549, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-central-weekly-digest:like 0,view 1242, facebook 0
http://www.datasciencecentral.com/profiles/blogs/yo-yo-ma-social-scientist-or-data-scientist:like 1,view 197, facebook 0
http://www.datasciencecentral.com/profiles/blogs/assessing-the-damage-from-hurricane-sandy-new-york-times:like 1,view 209, facebook 0
http://www.datasciencecentral.com/profiles/blogs/creating-an-analytics-driven-culture-the-promorphics-approach:like 1,view 491, facebook 0
http://www.datasciencecentral.com/profiles/blogs/traditional-bi-vs-data-analytics-approach:like 2,view 2852, facebook 0
http://www.datasciencecentral.com/profiles/blogs/3-degrees-that-will-prepare-you-for-a-career-in-analytics:like 1,view 471, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-analytics-in-india:like 0,view 196, facebook 0
http://www.datasciencecentral.com/profiles/blogs/science-of-analytics:like 2,view 265, facebook 0
http://www.datasciencecentral.com/profiles/blogs/history-of-analytics:like 0,view 219, facebook 0
http://www.datasciencecentral.com/profiles/blogs/application-of-analytics:like 1,view 103, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-16-articles-for-week-ending-october-24:like 1,view 2077, facebook 0
http://www.datasciencecentral.com/profiles/blogs/splunk-for-hadoop-real-time-analytics:like 1,view 753, facebook 0
http://www.datasciencecentral.com/profiles/blogs/row-vs-columnar-vs-nosql-databases:like 0,view 10070, facebook 0
http://www.datasciencecentral.com/profiles/blogs/simplifying-big-data-analytics:like 0,view 1052, facebook 0
http://www.datasciencecentral.com/profiles/blogs/from-revolution-to-evolution:like 1,view 511, facebook 0
http://www.datasciencecentral.com/profiles/blogs/greenplum-kaggle-partnership-and-openchorus:like 0,view 264, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-perfect-storm-missed-opportunites-with-mobile-and-big-weather:like 0,view 272, facebook 0
http://www.datasciencecentral.com/profiles/blogs/scientists-get-6-years-in-prison-for-making-wrong-predictions-cbs:like 0,view 1012, facebook 0
http://www.datasciencecentral.com/profiles/blogs/analytics-on-unstructured-data-twitter-facebook-and-social-media:like 0,view 2199, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-27-articles-for-week-ending-october-18:like 0,view 2628, facebook 0
http://www.datasciencecentral.com/profiles/blogs/real-time-analytic-database-purpose-built-for-big-data:like 1,view 1191, facebook 0
http://www.datasciencecentral.com/profiles/blogs/gale-shapley-algorithm:like 0,view 470, facebook 0
http://www.datasciencecentral.com/profiles/blogs/webinar-advanced-analytics-made-easy:like 0,view 1024, facebook 0
http://www.datasciencecentral.com/profiles/blogs/silence-isn-t-always-golden-determining-the-right-actions-across:like 0,view 223, facebook 0
http://www.datasciencecentral.com/profiles/blogs/an-introduction-to-social-network-analysis:like 4,view 4848, facebook 0
http://www.datasciencecentral.com/profiles/blogs/start-up-start-with-a-big-data-mindset:like 0,view 323, facebook 0
http://www.datasciencecentral.com/profiles/blogs/new-job-ads-from-analytictalent-com:like 0,view 171, facebook 0
http://www.datasciencecentral.com/profiles/blogs/webinar-the-path-from-bi-to-data-science:like 0,view 370, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-emerging-data-stack-and-mobile-access:like 1,view 1216, facebook 0
http://www.datasciencecentral.com/profiles/blogs/31-big-data-gotchas-from-the-trenches-in-exactly-3-words:like 0,view 520, facebook 0
http://www.datasciencecentral.com/profiles/blogs/top-17-articles-for-week-ending-october-9:like 0,view 1255, facebook 0
http://www.datasciencecentral.com/profiles/blogs/optimizing-direct-mail-campaigns:like 0,view 1344, facebook 0
http://www.datasciencecentral.com/profiles/blogs/past-performance-is-indicative-of-future-results:like 3,view 917, facebook 0
http://www.datasciencecentral.com/profiles/blogs/baseball-big-data-is-actually-databall:like 0,view 620, facebook 0
http://www.datasciencecentral.com/profiles/blogs/the-hastings-effect-how-the-netflix-big-data-approach-is:like 0,view 944, facebook 0
http://www.datasciencecentral.com/profiles/blogs/apple-big-data-big-design:like 0,view 735, facebook 0
http://www.datasciencecentral.com/profiles/blogs/data-science-central-webinar-how-can-big-data-help-you:like 0,view 909, facebook 0
http://www.datasciencecentral.com/profiles/blogs/doing-market-research-using-social-media:like 0,view 292, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-analytics-maturity-model:like 1,view 5133, facebook 0
http://www.datasciencecentral.com/profiles/blogs/big-data-opinions-sentiments-analysis:like 1,view 753, facebook 0
http://www.datasciencecentral.com/profiles/blogs/acm-data-mining-talk-representing-predictive-solutions-with-pmml:like 0,view 509, facebook 0
